Listing Name,Price,Room Type,Reviews,Location
"Luxury, Quiet Bedroom, near Subway",72,Private room,2 reviews,"Bushwick, Brooklyn"
Sunny room in modern apartment,89,Private room,12 reviews,"Crown Heights, Brooklyn"
Williamsburg Retro Goodness 2,65,Private room,65 reviews,"Williamsburg, Brooklyn"
"Beautiful, cozy apt in lovely nabe!",116,Entire home/apt,55 reviews,"Lefferts Garden, Brooklyn"
Lively loft in Prime Williamsburg!,207,Entire home/apt,0 reviews,"Williamsburg, Brooklyn"
Beautiful Brooklyn Heights Apt,323,Entire home/apt,10 reviews,"Brooklyn Heights, Brooklyn"
Private Loft/Nest in Williamsburg,88,Private room,12 reviews,"Williamsburg, Brooklyn"
Gorgeous duplex 1 BR Brownstone apt,161,Entire home/apt,22 reviews,"Clinton Hill, Brooklyn"
Vintage Loft in S. Williamsburg,149,Entire home/apt,31 reviews,"Williamsburg, Brooklyn"
Beds Bikes Breakfast (on The Park!),71,Private room,33 reviews,"Flatbush, Brooklyn"
"bright, sunny room in new building",97,Private room,12 reviews,"Red Hook, Brooklyn"
"Minimal,Airy,Authentic Artist Loft",155,Entire home/apt,3 reviews,"Bedford-Stuyvesant, Brooklyn"
Amazing apt with amazing view,128,Entire home/apt,2 reviews,"Williamsburg, Brooklyn"
Williamsburg/Greenpoint Retreat,110,Private room,0 reviews,"Greenpoint, Brooklyn"
Sunny & warm spacious 2BR,78,Entire home/apt,2 reviews,"Bushwick, Brooklyn"
Large Private B&B Style Studio,103,Entire home/apt,46 reviews,"Bedford-Stuyvesant, Brooklyn"
Private Custom Studio w/ Spa Shower,76,Entire home/apt,13 reviews,"Lefferts Garden, Brooklyn"
Big Room close to Prospect Park!,67,Private room,15 reviews,"Crown Heights, Brooklyn"
Winter Special! Charming 3bdrm Loft,194,Entire home/apt,1 review,"Bushwick, Brooklyn"
Waterbury House Brooklyn New York 1,142,Private room,63 reviews,"Williamsburg, Brooklyn"
Sunny Corner Bushwick Room!,65,Private room,2 reviews,"Bedford-Stuyvesant, Brooklyn"
The Black and White Loft,71,Private room,3 reviews,"Williamsburg, Brooklyn"
"Family-friendly, ideal location",226,Entire home/apt,20 reviews,"Carroll Gardens, Brooklyn"
City Skyline Views by Bedford Ave,194,Entire home/apt,14 reviews,"Williamsburg, Brooklyn"
Urban oasis! 2 bedrooms w/ 3 patios,213,Entire home/apt,14 reviews,"Williamsburg, Brooklyn"
Comfy bed in friendly Homestel #3,41,Shared room,24 reviews,"Bedford-Stuyvesant, Brooklyn"
Charming Cozy Studio in BK Heights,149,Entire home/apt,4 reviews,"Brooklyn Heights, Brooklyn"
"Backyard, 3 minutes to Subway!",45,Shared room,27 reviews,"Bedford-Stuyvesant, Brooklyn"
$90/night Lux Highrise,103,Entire home/apt,0 reviews,"Downtown Brooklyn, Brooklyn"
Airy Designer Loft in Williamsburg,310,Entire home/apt,7 reviews,"Williamsburg, Brooklyn"
Northside Williamsburg Loft,129,Private room,41 reviews,"Williamsburg, Brooklyn"
Loft in Williamsburg Area w/ Roof,58,Private room,111 reviews,"Williamsburg, Brooklyn"
Sunny and Stylish Apt on the Park,349,Entire home/apt,3 reviews,"Greenpoint, Brooklyn"
Sunny 1 BR in Carroll Gardens,174,Entire home/apt,6 reviews,"Cobble Hill, Brooklyn"
Loft in the heart of Williamsburg,213,Entire home/apt,6 reviews,"Williamsburg, Brooklyn"
CENTRAL LOCATION - Charming Bedroom,103,Private room,8 reviews,"Clinton Hill, Brooklyn"
Beautiful Spot on Manhattan Ave.,76,Private room,1 review,"Greenpoint, Brooklyn"
Large Room in Williamsburg,65,Private room,1 review,"Williamsburg, Brooklyn"
Home away from Home in Bed-Stuy!,52,Private room,2 reviews,"Bedford-Stuyvesant, Brooklyn"
Cozy room in Brooklyn,84,Private room,3 reviews,"Williamsburg, Brooklyn"
Williamsburg Studio Prime Location!,161,Entire home/apt,9 reviews,"Williamsburg, Brooklyn"
Bright Two Room Studio Apartment,110,Private room,15 reviews,"Greenpoint, Brooklyn"
Gorgeous Room on the Park!,103,Private room,45 reviews,"Williamsburg, Brooklyn"
"Bright, Airy Williamsburg Apt",174,Entire home/apt,10 reviews,"Williamsburg, Brooklyn"
The Yellow Room w/ private bath,65,Private room,9 reviews,"Bushwick, Brooklyn"
Real 1 Br only 3 blocks to L Train!,116,Entire home/apt,18 reviews,"Williamsburg, Brooklyn"
Modern loft with a view to die for!,239,Entire home/apt,3 reviews,"Williamsburg, Brooklyn"
"Budget Luxury, w/ Manhattan Views!",102,Private room,49 reviews,"Williamsburg, Brooklyn"
Cozy 1.5BD in Parkslope Brooklyn,142,Entire home/apt,43 reviews,"Park Slope, Brooklyn"
Garden Suite in Fort Greene,116,Entire home/apt,74 reviews,"Fort Greene, Brooklyn"
"Steps From Art, Shopping & Eats",194,Entire home/apt,11 reviews,"Prospect Heights, Brooklyn"
Farmhouse with backyard chickens,103,Private room,5 reviews,"Flatbush, Brooklyn"
Bohemian 1bd in Trendy Neighborhood,102,Private room,5 reviews,"Clinton Hill, Brooklyn"
Great location w/ Terrace! W&D!,161,Entire home/apt,2 reviews,"Williamsburg, Brooklyn"
Master suite in 3BR- heart of wburg,63,Private room,18 reviews,"Williamsburg, Brooklyn"
garden sunshine apt. clinton hill,168,Entire home/apt,7 reviews,"Clinton Hill, Brooklyn"
Sunny Room in Bushwick,161,Private room,17 reviews,"Williamsburg, Brooklyn"
Your own studio in Bed- Stuy.,58,Entire home/apt,12 reviews,"Bedford-Stuyvesant, Brooklyn"
Bedroom+Entire Floor in Huge House,103,Private room,3 reviews,"Lefferts Garden, Brooklyn"
"Quaint, beautiful studio Brooklyn",194,Entire home/apt,35 reviews,"Boerum Hill, Brooklyn"
Amazing views of NY spacious 2 BDR,491,Entire home/apt,6 reviews,"Greenpoint, Brooklyn"
"Exquisite MasterSuite, Private Bath",136,Entire home/apt,38 reviews,"Gowanus, Brooklyn"
"Cozy, Cute and Convenient Nook!",84,Private room,46 reviews,"Boerum Hill, Brooklyn"
"Brand New, Cozy Apt in Williamsburg",97,Private room,1 review,"Williamsburg, Brooklyn"
Charming Williamsburg Apartment,310,Entire home/apt,18 reviews,"Williamsburg, Brooklyn"
"Big WBurg Rm, 5 min from L, Fits 4!",90,Private room,4 reviews,"Williamsburg, Brooklyn"
Spacious Flat in Williamsburg,207,Entire home/apt,13 reviews,"Williamsburg, Brooklyn"
"Quiet, bright, best BKLN location!",194,Entire home/apt,2 reviews,"Boerum Hill, Brooklyn"
Private 1BR @ Spacious Sunny Duplex,70,Private room,9 reviews,"Bushwick, Brooklyn"
Nice & bright room in Bushwick,45,Private room,8 reviews,"Bushwick, Brooklyn"
"Private, Peaceful Garden-View Room",71,Private room,6 reviews,"Crown Heights, Brooklyn"
Cozy & Comfy in Bedstuy,65,Private room,17 reviews,"Bedford-Stuyvesant, Brooklyn"
Luxury Loft Private Room B (3C),129,Private room,13 reviews,"Williamsburg, Brooklyn"
Modern Cozy Brownstone Apartment,123,Private room,43 reviews,"Williamsburg, Brooklyn"
Private Room In a Modern HUGE Loft,128,Private room,38 reviews,"Williamsburg, Brooklyn"
Airy and Bright Loft -Williamsburg,257,Entire home/apt,25 reviews,"Williamsburg, Brooklyn"
Sunny Private Williamsburg room,129,Private room,12 reviews,"Williamsburg, Brooklyn"
Beautiful new one bedroom apartment,128,Entire home/apt,48 reviews,"Bedford-Stuyvesant, Brooklyn"
Spacious Park Slope brownstone,174,Entire home/apt,5 reviews,"Park Slope, Brooklyn"
Private Garden 2 Br,373,Entire home/apt,9 reviews,"Williamsburg, Brooklyn"
Private Bedroom with private bath#1,84,Private room,13 reviews,"Bushwick, Brooklyn"
"Room in modern, Brooklyn apartment",84,Private room,34 reviews,"Bedford-Stuyvesant, Brooklyn"
"Williamsburg Apt.near L,M,J,G train",103,Private room,5 reviews,"Williamsburg, Brooklyn"
Great Loft - Private Room & Bath,142,Private room,66 reviews,"Windsor Terrace, Brooklyn"
Modern Minimalist Williamsburg Loft,244,Entire home/apt,94 reviews,"Greenpoint, Brooklyn"
Luxury 2 bedroom with park view,323,Entire home/apt,2 reviews,"Williamsburg, Brooklyn"
Spacious Williamsburg/Bushwick loft,93,Private room,79 reviews,"Bedford-Stuyvesant, Brooklyn"
Specious room in Brooklyn!!,97,Private room,4 reviews,"Crown Heights, Brooklyn"
Picture Perfect Brooklyn Apartment,97,Private room,1 review,"Brooklyn Heights, Brooklyn"
Brand New Apartment in Brooklyn!!,97,Private room,9 reviews,"Sunset Park, Brooklyn"
"HISTORIC WILLIAMSBURG, BKLYN",252,Entire home/apt,33 reviews,"Williamsburg, Brooklyn"
"Sunny, Large, Park Slope Bedroom",136,Private room,79 reviews,"Park Slope, Brooklyn"
Bright 1BD in Greenpoint,142,Entire home/apt,7 reviews,"Greenpoint, Brooklyn"
Sun-drenched 1 Bedroom on the Park,167,Entire home/apt,25 reviews,"Greenpoint, Brooklyn"
Sunny 1 or 2 BR apt in Boerum Hill,231,Entire home/apt,70 reviews,"Boerum Hill, Brooklyn"
Open Design Williamsburg Loft,360,Entire home/apt,51 reviews,"Williamsburg, Brooklyn"
"Sunny, Large & Lovely in Greenpoint",388,Entire home/apt,26 reviews,"Greenpoint, Brooklyn"
Lovely Room in Gorgeous BK Brwnstn!,116,Private room,14 reviews,"Bedford-Stuyvesant, Brooklyn"
Beautiful 1BR heart of Williamsburg,155,Entire home/apt,11 reviews,"Williamsburg, Brooklyn"
Studio in heart of Williamsburg,142,Entire home/apt,5 reviews,"Williamsburg, Brooklyn"
B Luxury Private Room Duplex Loft,129,Private room,15 reviews,"Williamsburg, Brooklyn"
COMFY ROOM #2 ~ AMAZING LOCATION!,167,Private room,66 reviews,"Williamsburg, Brooklyn"
Light+Open+Airy+Rustic+Modern Loft,194,Entire home/apt,151 reviews,"Williamsburg, Brooklyn"
A cozy place in Brooklyn!,84,Private room,14 reviews,"Kensington, Brooklyn"
Large Sunny 1BR - Entire 2nd Floor,180,Entire home/apt,66 reviews,"Greenpoint, Brooklyn"
Fun Comfy & Cozy apt Near Subway,243,Entire home/apt,11 reviews,"Williamsburg, Brooklyn"
Luxury Williamsburg Brooklyn,180,Private room,4 reviews,"Williamsburg, Brooklyn"
Loft 15min. to Manhattan,127,Entire home/apt,22 reviews,"Bushwick, Brooklyn"
Quiet and Stylish in Brooklyn,168,Entire home/apt,24 reviews,"Greenpoint, Brooklyn"
Brilliant Apartment in Williamsburg,257,Entire home/apt,0 reviews,"Williamsburg, Brooklyn"
Cozy 1 Bedroom in Clinton Hill,155,Entire home/apt,30 reviews,"Clinton Hill, Brooklyn"
#3~Studio Suite-10 mins Manhattan!,128,Entire home/apt,37 reviews,"Clinton Hill, Brooklyn"
Bunk in Brooklyn,32,Shared room,35 reviews,"Crown Heights, Brooklyn"
Luxury Modern Loft,257,Entire home/apt,7 reviews,"Williamsburg, Brooklyn"
"Comfortable, Lovely Room on L Train",63,Private room,12 reviews,"Bushwick, Brooklyn"
Lovely New Condo in Carroll Gardens,207,Entire home/apt,38 reviews,"Carroll Gardens, Brooklyn"
Room in Charming Brooklyn Home,129,Private room,27 reviews,"Carroll Gardens, Brooklyn"
Fantastic Views and Great Location,58,Shared room,12 reviews,"Greenwood Heights, Brooklyn"
BEAUTIFUL  2BR  20MINS FROM CITY!,109,Entire home/apt,99 reviews,"Bushwick, Brooklyn"
Cozy room in nyc!,63,Private room,154 reviews,"Crown Heights, Brooklyn"
Sunny loft in Bushwick - Morgan L,97,Private room,19 reviews,"Bushwick, Brooklyn"
Large Room in 1920s Kensington Home,78,Private room,1 review,"Kensington, Brooklyn"
Private bed in Bedstuy cozy & nice.,84,Private room,5 reviews,"Bedford-Stuyvesant, Brooklyn"
Cute Room In our Williamsburg Share,102,Private room,116 reviews,"Williamsburg, Brooklyn"
Private room in Fort Greene Bklyn,110,Private room,17 reviews,"Fort Greene, Brooklyn"
"Sunny & Cozy Room, LGBTQ Friendly",84,Private room,23 reviews,"Park Slope, Brooklyn"
Clean Private Room (in Brooklyn),80,Private room,77 reviews,"Greenpoint, Brooklyn"
Mid-Century Modern Garden Paradise,128,Entire home/apt,23 reviews,"Bushwick, Brooklyn"
Charming Townhouse 2BD/2BTH w Patio,239,Entire home/apt,73 reviews,"Clinton Hill, Brooklyn"
Spacious and Original Apartment,149,Entire home/apt,1 review,"Williamsburg, Brooklyn"
Full Floor Apt w/ NY Skyline Views,142,Private room,17 reviews,"Williamsburg, Brooklyn"
cozy room in sun-soaked respite.,76,Private room,16 reviews,"Crown Heights, Brooklyn"
Hinds Residential Suites Room 1-3,52,Private room,18 reviews,"Bedford-Stuyvesant, Brooklyn"
Artist Flat Share,74,Private room,3 reviews,"Williamsburg, Brooklyn"
Spacious Carroll Gardens Apartment,142,Entire home/apt,6 reviews,"Boerum Hill, Brooklyn"
Large  Loft Style  Studio  Space,129,Entire home/apt,66 reviews,"Bedford-Stuyvesant, Brooklyn"
BEAUTIFUL  2BR  20MINS FROM CITY!,109,Entire home/apt,99 reviews,"Bushwick, Brooklyn"
*Sunny Airy 1BR Loft Williamsburg*,123,Entire home/apt,59 reviews,"Williamsburg, Brooklyn"
wonderful 2 bed loft w city views,388,Entire home/apt,33 reviews,"Williamsburg, Brooklyn"
Large sunny room in Browstone,71,Private room,2 reviews,"Bedford-Stuyvesant, Brooklyn"
Wonderful Flat - Carroll Gardens,155,Entire home/apt,12 reviews,"Carroll Gardens, Brooklyn"
Picture Perfect Brooklyn Apartment,97,Private room,1 review,"Brooklyn Heights, Brooklyn"
Bohemian Brooklyn Experience,103,Entire home/apt,3 reviews,"Crown Heights, Brooklyn"
Private Room & private Bathroom,97,Private room,7 reviews,"Williamsburg, Brooklyn"
Bedford Stop. Great & bright space!,220,Entire home/apt,44 reviews,"Williamsburg, Brooklyn"
Private Room & private Bathroom,97,Private room,7 reviews,"Williamsburg, Brooklyn"
Bedford Stop. Great & bright space!,220,Entire home/apt,44 reviews,"Williamsburg, Brooklyn"
Spacious Comfy Bedroom in Bed-Stuy,78,Private room,11 reviews,"Bedford-Stuyvesant, Brooklyn"
"Sunny, Quiet and Convenient Room",78,Private room,62 reviews,"Williamsburg, Brooklyn"
Light-Filled Haven in Park Slope,174,Entire home/apt,9 reviews,"Park Slope, Brooklyn"
Sunny beautiful br in Williamsburg,71,Private room,8 reviews,"Williamsburg, Brooklyn"
Room with rooftop on Bedford Ave,97,Private room,2 reviews,"Williamsburg, Brooklyn"
Oasis Loft in the Heart of Bushwick,129,Entire home/apt,13 reviews,"Williamsburg, Brooklyn"
"Sunny, delightful Clinton Hill home",149,Entire home/apt,7 reviews,"Clinton Hill, Brooklyn"
Brooklyn Bedroom w/ Bathroom,39,Private room,1 review,"Bay Ridge, Brooklyn"
Private room in great location,78,Private room,6 reviews,"Gowanus, Brooklyn"
Sunny Private Room,90,Private room,0 reviews,"Williamsburg, Brooklyn"
Private room in north Park Slope,97,Private room,34 reviews,"Park Slope, Brooklyn"
Sunny Room in the heart of W'burg,84,Private room,26 reviews,"Williamsburg, Brooklyn"
Private Studio in S. Williamsburg!,129,Entire home/apt,7 reviews,"Williamsburg, Brooklyn"
"Large, comfy 1br in Williamsburg!",123,Entire home/apt,0 reviews,"Williamsburg, Brooklyn"
Studio 10 mins From Manhattan !,129,Entire home/apt,32 reviews,"Fort Greene, Brooklyn"
Sunny Studio in Prime Williamsburg,149,Entire home/apt,6 reviews,"Williamsburg, Brooklyn"
C Private Room Luxury Duplex Loft,129,Private room,11 reviews,"Williamsburg, Brooklyn"
"Unique, SUSTAINABLE, Convenient!",207,Entire home/apt,81 reviews,"Williamsburg, Brooklyn"
Adorable Duplex Apt in Williamsburg,194,Entire home/apt,1 review,"Williamsburg, Brooklyn"
Private Room in Williamsburg Loft G,97,Private room,14 reviews,"Williamsburg, Brooklyn"
Beautiful Loft w/ Private Terrace!,128,Entire home/apt,6 reviews,"Fort Greene, Brooklyn"
Sunny Victorian Brownstone Apt.,194,Entire home/apt,17 reviews,"Park Slope, Brooklyn"
Cozy Park Slope Apartment w/ View,154,Entire home/apt,6 reviews,"Park Slope, Brooklyn"
We Moved! Visit Our Bed-Stuy Apt!,207,Entire home/apt,15 reviews,"Williamsburg, Brooklyn"
Large sunny room across from park,78,Private room,3 reviews,"Bushwick, Brooklyn"
"Large Bedroom, Stunning Apartment!",181,Private room,24 reviews,"Williamsburg, Brooklyn"
January SALE! Brooklyn Art Chic,97,Private room,2 reviews,"Boerum Hill, Brooklyn"
Large Sunny loft in doorman bldg,129,Entire home/apt,2 reviews,"Brooklyn Navy Yard, Brooklyn"
1 BR Apt- Hip Williamsburg w/bikes!,187,Entire home/apt,6 reviews,"Williamsburg, Brooklyn"
"1 Bedroom, heart of Williamsburg",181,Entire home/apt,19 reviews,"Williamsburg, Brooklyn"
HUGE ROOM 1 - 15 MINUTES >MANHATTAN,101,Private room,21 reviews,"Bushwick, Brooklyn"
"Sun-filled, Quiet, Eclectic apt",94,Private room,1 review,"Park Slope, Brooklyn"
"Budget Luxury, w/ Manhattan Views!",102,Private room,49 reviews,"Williamsburg, Brooklyn"
"Bright, open layout brownstone 1bd",129,Entire home/apt,0 reviews,"Crown Heights, Brooklyn"
Boerum Hill 2BR Garden Apartment,220,Entire home/apt,33 reviews,"Gowanus, Brooklyn"
"Huge Brooklyn Loft w/Deck, NYC View",84,Private room,39 reviews,"Bedford-Stuyvesant, Brooklyn"
B -Luxury Private Room w/Courtyard,155,Private room,21 reviews,"Williamsburg, Brooklyn"
"Private bathroom, private rooftop!!",128,Private room,3 reviews,"Williamsburg, Brooklyn"
"Unique 2 floor loft, Prime Wburg",322,Entire home/apt,6 reviews,"Williamsburg, Brooklyn"
"Spacious 2 br, Heart of Greenpoint",239,Entire home/apt,14 reviews,"Greenpoint, Brooklyn"
A charming shared room,39,Shared room,11 reviews,"Bedford-Stuyvesant, Brooklyn"
Great room in Ditmas park!,71,Private room,6 reviews,"Flatbush, Brooklyn"
Huge Room with Private Entrance!,71,Private room,36 reviews,"Bushwick, Brooklyn"
"Backyard, 3 minutes to Subway!",45,Shared room,27 reviews,"Bedford-Stuyvesant, Brooklyn"
"Cobble Hill, Brooklyn, townhouse BR",194,Private room,3 reviews,"Cobble Hill, Brooklyn"
MASSIVE SUITE + PRIVATE BATHROOM!!!,136,Private room,14 reviews,"Bushwick, Brooklyn"
Private Room in a two bedroom apt.,97,Private room,22 reviews,"Bushwick, Brooklyn"
Private room in Williamsburg,161,Private room,23 reviews,"Williamsburg, Brooklyn"
Beautiful central bright loft apt.,258,Entire home/apt,39 reviews,"Williamsburg, Brooklyn"
"Clean & Quiet BR in Sunset Park, BK",90,Private room,41 reviews,"Sunset Park, Brooklyn"
Brooklyn 3BR Near Subways,155,Entire home/apt,17 reviews,"Crown Heights, Brooklyn"
Bright Roomy Quiet Clean 3 bdr apt,129,Entire home/apt,6 reviews,"Greenpoint, Brooklyn"
"Big bright room, great neighborhood",88,Private room,7 reviews,"Windsor Terrace, Brooklyn"
"Big 2 bdrm in DUMBO, Brooklyn, NY",226,Entire home/apt,29 reviews,"DUMBO, Brooklyn"
Best Room in Bushwick,58,Private room,17 reviews,"Bushwick, Brooklyn"
City Sanctuary in Best Part of Bkln,84,Private room,43 reviews,"Fort Greene, Brooklyn"
Charming Room in Hip Williamsburg,78,Private room,4 reviews,"Williamsburg, Brooklyn"
Williamsburg! Walk 2 NYC!!!,65,Private room,110 reviews,"Williamsburg, Brooklyn"
Comforts in Bushwick Brooklyn,90,Private room,47 reviews,"Bushwick, Brooklyn"
Minimalist loft in Williamsburg,244,Entire home/apt,28 reviews,"Williamsburg, Brooklyn"
2BDR Apt with Stunning Roof Terrace,154,Entire home/apt,6 reviews,"Greenwood Heights, Brooklyn"
beautiful brownstone,165,Entire home/apt,28 reviews,"Bedford-Stuyvesant, Brooklyn"
"Spacious, modern Apartment",194,Private room,26 reviews,"Williamsburg, Brooklyn"
Vegetarian Artists Zen Happy Co-Op,97,Private room,0 reviews,"Williamsburg, Brooklyn"
Beds Bikes Breakfast (on The Park!),71,Private room,33 reviews,"Flatbush, Brooklyn"
2BR/1BA w/ garden! in Williamsburg,194,Entire home/apt,67 reviews,"Greenpoint, Brooklyn"
C King Bed Awesome Luxury Apt,129,Private room,22 reviews,"Williamsburg, Brooklyn"
Bedroom in an Artists PkSlope home,194,Private room,19 reviews,"Park Slope, Brooklyn"
Private Room in South Williamsburg for an Amazing NYC Experience!,134,Private room,38 reviews,"Williamsburg, Brooklyn"
Unique SHARED Rm 4 Single & Groups],37,Shared room,4 reviews,"Williamsburg, Brooklyn"
Palace in the Sky,381,Entire home/apt,17 reviews,"Williamsburg, Brooklyn"
Spacious 1BR in Prime Fort Greene,258,Entire home/apt,9 reviews,"Fort Greene, Brooklyn"
Private Room in WILLIAMSBURG,116,Private room,10 reviews,"Williamsburg, Brooklyn"
Spacious and Light Brooklyn Loft,284,Entire home/apt,7 reviews,"Williamsburg, Brooklyn"
Beautiful Studio Apartment,123,Private room,27 reviews,"Park Slope, Brooklyn"
Room in Duplex apartment (2Beds),129,Private room,6 reviews,"Fort Greene, Brooklyn"
Comfy bed in friendly Homestel #A,43,Shared room,26 reviews,"Bedford-Stuyvesant, Brooklyn"
Large Sunny Rm-6th Fl View/Elevator,97,Private room,31 reviews,"Kensington, Brooklyn"
2 Bedrooms with Panoramic View,168,Entire home/apt,6 reviews,"Crown Heights, Brooklyn"
Cozy 2 Bedroom Bushwick Retreat,187,Entire home/apt,15 reviews,"Bushwick, Brooklyn"
"Lovely, cozy loft Carroll Gardens",167,Entire home/apt,82 reviews,"Gowanus, Brooklyn"
Private Bedroom in the loft,78,Private room,14 reviews,"Bushwick, Brooklyn"
"Gorgeous, bright and spacious!",245,Entire home/apt,14 reviews,"Brooklyn Heights, Brooklyn"
COMFORT AND CONVENIENCE IN THE CITY,84,Private room,29 reviews,"Bedford-Stuyvesant, Brooklyn"
Lofty Townhouse Duplex w/ Roof Deck,218,Entire home/apt,46 reviews,"Park Slope, Brooklyn"
Beautiful Bright Williamsburg Apt.,214,Entire home/apt,1 review,"Williamsburg, Brooklyn"
Colorful Garden Studio in Wburg,174,Entire home/apt,26 reviews,"Williamsburg, Brooklyn"
Winter Special for a Happy NewYear,187,Entire home/apt,189 reviews,"Park Slope, Brooklyn"
Private Bedroom in the loft,78,Private room,14 reviews,"Bushwick, Brooklyn"
"Gorgeous, bright and spacious!",245,Entire home/apt,14 reviews,"Brooklyn Heights, Brooklyn"
COMFORT AND CONVENIENCE IN THE CITY,84,Private room,29 reviews,"Bedford-Stuyvesant, Brooklyn"
Lofty Townhouse Duplex w/ Roof Deck,218,Entire home/apt,46 reviews,"Park Slope, Brooklyn"
Beautiful Bright Williamsburg Apt.,214,Entire home/apt,1 review,"Williamsburg, Brooklyn"
Colorful Garden Studio in Wburg,174,Entire home/apt,26 reviews,"Williamsburg, Brooklyn"
Winter Special for a Happy NewYear,187,Entire home/apt,189 reviews,"Park Slope, Brooklyn"
Sunny Spacious Comfy Bedroom GP,71,Private room,2 reviews,"Greenpoint, Brooklyn"
"Private room, williamsburg NYC!!!!!",76,Private room,16 reviews,"Williamsburg, Brooklyn"
BIG 2 Bed/2 Bath in Prime Brooklyn!,258,Entire home/apt,19 reviews,"Cobble Hill, Brooklyn"
NYC getaway in Park Slope Brooklyn!,89,Private room,30 reviews,"Park Slope, Brooklyn"
Refined Victorian 2BR Brownstone,348,Entire home/apt,5 reviews,"Clinton Hill, Brooklyn"
Stay in the heart of Prospect Hts!,161,Entire home/apt,2 reviews,"Prospect Heights, Brooklyn"
Parlor floor in Brooklyn brownstone,123,Entire home/apt,49 reviews,"Crown Heights, Brooklyn"
Charming 3bdrm Loft~Bed & Bagel!,252,Entire home/apt,38 reviews,"Bushwick, Brooklyn"
Loft Studio with Private Deck,258,Entire home/apt,1 review,"Williamsburg, Brooklyn"
Bright studio apartment,84,Entire home/apt,6 reviews,"Lefferts Garden, Brooklyn"
